  4.500E+03 4.604E+03 2.051E+00 2.536E-03 2.042E-03 2.177E-03 6.754E-03 2.058E+00 2.339E+03  4.0471 0.99974 1.331E+00
  5.000E+03 5.105E+03 2.067E+00 2.898E-03 2.424E-03 2.424E-03 7.745E-03 2.075E+00 2.581E+03  4.2251 0.99979 1.333E+00
  5.500E+03 5.605E+03 2.082E+00 3.273E-03 2.831E-03 2.652E-03 8.755E-03 2.091E+00 2.821E+03  4.3883 0.99982 1.335E+00
  6.000E+03 6.105E+03 2.095E+00 3.656E-03 3.252E-03 2.879E-03 9.786E-03 2.105E+00 3.059E+03  4.5390 0.99985 1.336E+00
  7.000E+03 7.105E+03 2.118E+00 4.442E-03 4.134E-03 3.331E-03 1.191E-02 2.130E+00 3.531E+03  4.8098 0.99989 1.339E+00
  8.000E+03 8.105E+03 2.138E+00 5.253E-03 5.062E-03 3.780E-03 1.409E-02 2.152E+00 3.998E+03  5.0481 0.99992 1.340E+00
  9.000E+03 9.105E+03 2.155E+00 6.086E-03 6.029E-03 4.227E-03 1.634E-02 2.171E+00 4.461E+03  5.2610 0.99993 1.342E+00
  1.000E+04 1.011E+04 2.170E+00 6.939E-03 7.035E-03 4.671E-03 1.864E-02 2.188E+00 4.920E+03  5.4534 0.99995 1.343E+00
  1.200E+04 1.211E+04 2.195E+00 8.708E-03 9.189E-03 5.532E-03 2.343E-02 2.218E+00 5.827E+03  5.7904 0.99996 1.345E+00
  1.400E+04 1.411E+04 2.215E+00 1.054E-02 1.146E-02 6.384E-03 2.838E-02 2.244E+00 6.724E+03  6.0791 0.99997 1.346E+00
  1.700E+04 1.711E+04 2.241E+00 1.338E-02 1.505E-02 7.646E-03 3.607E-02 2.277E+00 8.051E+03  6.4469 0.99998 1.348E+00
  2.000E+04 2.011E+04 2.262E+00 1.631E-02 1.882E-02 8.894E-03 4.403E-02 2.306E+00 9.360E+03  6.7581 0.99999 1.348E+00
  2.500E+04 2.511E+04 2.289E+00 2.139E-02 2.558E-02 1.097E-02 5.795E-02 2.347E+00 1.151E+04  7.1896 0.99999 1.349E+00
  3.000E+04 3.011E+04 2.311E+00 2.666E-02 3.272E-02 1.303E-02 7.241E-02 2.383E+00 1.362E+04  7.5452 0.99999 1.350E+00
  3.500E+04 3.511E+04 2.329E+00 3.208E-02 4.017E-02 1.506E-02 8.731E-02 2.416E+00 1.571E+04  7.8477 1.00000 1.350E+00
  4.000E+04 4.011E+04 2.344E+00 3.763E-02 4.788E-02 1.708E-02 1.026E-01 2.447E+00 1.776E+04  8.1109 1.00000 1.351E+00
  4.500E+04 4.511E+04 2.358E+00 4.330E-02 5.583E-02 1.908E-02 1.182E-01 2.476E+00 1.979E+04  8.3438 1.00000 1.351E+00
  5.000E+04 5.011E+04 2.369E+00 4.906E-02 6.398E-02 2.107E-02 1.341E-01 2.503E+00 2.180E+04  8.5526 1.00000 1.351E+00
  5.500E+04 5.511E+04 2.380E+00 5.489E-02 7.218E-02 2.309E-02 1.502E-01 2.530E+00 2.379E+04  8.7418 1.00000 1.351E+00
  6.000E+04 6.011E+04 2.389E+00 6.080E-02 8.053E-02 2.511E-02 1.664E-01 2.556E+00 2.575E+04  8.9149 1.00000 1.351E+00
  7.000E+04 7.011E+04 2.406E+00 7.283E-02 9.765E-02 2.912E-02 1.996E-01 2.606E+00 2.963E+04  9.2219 1.00000 1.351E+00
  8.000E+04 8.011E+04 2.420E+00 8.512E-02 1.153E-01 3.310E-02 2.335E-01 2.654E+00 3.343E+04  9.4882 1.00000 1.351E+00
  9.000E+04 9.011E+04 2.433E+00 9.764E-02 1.333E-01 3.707E-02 2.680E-01 2.701E+00 3.717E+04  9.7233 1.00000 1.351E+00
  1.000E+05 1.001E+05 2.444E+00 1.103E-01 1.517E-01 4.102E-02 3.031E-01 2.747E+00 4.084E+04  9.9338 1.00000 1.351E+00
  1.200E+05 1.201E+05 2.463E+00 1.361E-01 1.890E-01 4.905E-02 3.741E-01 2.837E+00 4.800E+04 10.2980 1.00000 1.351E+00
  1.400E+05 1.401E+05 2.479E+00 1.624E-01 2.272E-01 5.705E-02 4.467E-01 2.925E+00 5.495E+04 10.6061 1.00000 1.351E+00
  1.700E+05 1.701E+05 2.499E+00 2.027E-01 2.863E-01 6.902E-02 5.580E-01 3.057E+00 6.498E+04 10.9941 1.00000 1.351E+00
  2.000E+05 2.001E+05 2.515E+00 2.440E-01 3.470E-01 8.094E-02 6.719E-01 3.187E+00 7.459E+04 11.3190 1.00000 1.351E+00
  2.500E+05 2.501E+05 2.538E+00 3.132E-01 4.469E-01 1.011E-01 8.613E-01 3.400E+00 8.977E+04 11.7651 1.00000 1.351E+00
  3.000E+05 3.001E+05 2.557E+00 3.839E-01 5.493E-01 1.213E-01 1.055E+00 3.611E+00 1.040E+05 12.1296 1.00000 1.351E+00
  3.500E+05 3.501E+05 2.573E+00 4.559E-01 6.536E-01 1.415E-01 1.251E+00 3.824E+00 1.175E+05 12.4378 1.00000 1.351E+00
  4.000E+05 4.001E+05 2.586E+00 5.290E-01 7.595E-01 1.616E-01 1.450E+00 4.037E+00 1.302E+05 12.7047 1.00000 1.351E+00
  4.500E+05 4.501E+05 2.598E+00 6.030E-01 8.670E-01 1.818E-01 1.652E+00 4.250E+00 1.423E+05 12.9403 1.00000 1.351E+00
  5.000E+05 5.001E+05 2.609E+00 6.778E-01 9.758E-01 2.019E-01 1.856E+00 4.465E+00 1.538E+05 13.1509 1.00000 1.351E+00
  5.500E+05 5.501E+05 2.619E+00 7.520E-01 1.083E+00 2.226E-01 2.058E+00 4.677E+00 1.647E+05 13.3415 1.00000 1.351E+00
  6.000E+05 6.001E+05 2.628E+00 8.268E-01 1.192E+00 2.434E-01 2.262E+00 4.890E+00 1.752E+05 13.5155 1.00000 1.351E+00
  7.000E+05 7.001E+05 2.644E+00 9.779E-01 1.411E+00 2.849E-01 2.673E+00 5.318E+00 1.948E+05 13.8238 1.00000 1.351E+00
  8.000E+05 8.001E+05 2.658E+00 1.131E+00 1.632E+00 3.267E-01 3.090E+00 5.748E+00 2.129E+05 14.0908 1.00000 1.351E+00
  9.000E+05 9.001E+05 2.670E+00 1.285E+00 1.856E+00 3.685E-01 3.510E+00 6.180E+00 2.296E+05 14.3263 1.00000 1.351E+00
  1.000E+06 1.000E+06 2.681E+00 1.441E+00 2.083E+00 4.104E-01 3.934E+00 6.615E+00 2.453E+05 14.5370 1.00000 1.351E+00
  1.200E+06 1.200E+06 2.700E+00 1.751E+00 2.527E+00 4.959E-01 4.775E+00 7.475E+00 2.737E+05 14.9016 1.00000 1.351E+00
  1.400E+06 1.400E+06 2.717E+00 2.065E+00 2.976E+00 5.819E-01 5.624E+00 8.340E+00 2.990E+05 15.2099 1.00000 1.351E+00
  1.700E+06 1.700E+06 2.737E+00 2.541E+00 3.657E+00 7.118E-01 6.910E+00 9.647E+00 3.324E+05 15.5982 1.00000 1.351E+00
  2.000E+06 2.000E+06 2.755E+00 3.023E+00 4.344E+00 8.424E-01 8.210E+00 1.096E+01 3.616E+05 15.9232 1.00000 1.351E+00
  2.500E+06 2.500E+06 2.779E+00 3.820E+00 5.478E+00 1.065E+00 1.036E+01 1.314E+01 4.032E+05 16.3695 1.00000 1.351E+00
  3.000E+06 3.000E+06 2.798E+00 4.625E+00 6.621E+00 1.290E+00 1.254E+01 1.533E+01 4.384E+05 16.7341 1.00000 1.351E+00
  3.500E+06 3.500E+06 2.815E+00 5.437E+00 7.771E+00 1.517E+00 1.472E+01 1.754E+01 4.688E+05 17.0424 1.00000 1.351E+00
  4.000E+06 4.000E+06 2.830E+00 6.254E+00 8.926E+00 1.745E+00 1.693E+01 1.976E+01 4.957E+05 17.3094 1.00000 1.351E+00
  4.500E+06 4.500E+06 2.843E+00 7.075E+00 1.009E+01 1.975E+00 1.914E+01 2.198E+01 5.197E+05 17.5450 1.00000 1.351E+00
  5.000E+06 5.000E+06 2.855E+00 7.901E+00 1.125E+01 2.206E+00 2.136E+01 2.422E+01 5.413E+05 17.7557 1.00000 1.351E+00
  5.500E+06 5.500E+06 2.865E+00 8.718E+00 1.241E+01 2.442E+00 2.357E+01 2.643E+01 5.611E+05 17.9463 1.00000 1.351E+00
  6.000E+06 6.000E+06 2.875E+00 9.538E+00 1.356E+01 2.679E+00 2.578E+01 2.865E+01 5.792E+05 18.1204 1.00000 1.351E+00
  7.000E+06 7.000E+06 2.892E+00 1.118E+01 1.588E+01 3.157E+00 3.022E+01 3.311E+01 6.117E+05 18.4286 1.00000 1.351E+00
  8.000E+06 8.000E+06 2.908E+00 1.284E+01 1.821E+01 3.639E+00 3.468E+01 3.759E+01 6.400E+05 18.6957 1.00000 1.351E+00
  9.000E+06 9.000E+06 2.921E+00 1.450E+01 2.054E+01 4.124E+00 3.916E+01 4.208E+01 6.651E+05 18.9313 1.00000 1.351E+00
  1.000E+07 1.000E+07 2.933E+00 1.616E+01 2.288E+01 4.613E+00 4.365E+01 4.659E+01 6.877E+05 19.1420 1.00000 1.351E+00
  1.200E+07 1.200E+07 2.954E+00 1.947E+01 2.753E+01 5.610E+00 5.261E+01 5.557E+01 7.270E+05 19.5066 1.00000 1.351E+00
  1.400E+07 1.400E+07 2.972E+00 2.280E+01 3.219E+01 6.619E+00 6.161E+01 6.458E+01 7.603E+05 19.8149 1.00000 1.351E+00
  1.700E+07 1.700E+07 2.995E+00 2.781E+01 3.920E+01 8.149E+00 7.515E+01 7.815E+01 8.025E+05 20.2032 1.00000 1.351E+00
  2.000E+07 2.000E+07 3.014E+00 3.283E+01 4.622E+01 9.698E+00 8.876E+01 9.177E+01 8.379E+05 20.5283 1.00000 1.351E+00
  2.500E+07 2.500E+07 3.040E+00 4.117E+01 5.789E+01 1.235E+01 1.114E+02 1.144E+02 8.866E+05 20.9746 1.00000 1.351E+00
  3.000E+07 3.000E+07 3.062E+00 4.952E+01 6.959E+01 1.504E+01 1.341E+02 1.372E+02 9.264E+05 21.3392 1.00000 1.351E+00
  3.500E+07 3.500E+07 3.081E+00 5.789E+01 8.129E+01 1.776E+01 1.569E+02 1.600E+02 9.601E+05 21.6475 1.00000 1.351E+00
  4.000E+07 4.000E+07 3.097E+00 6.628E+01 9.302E+01 2.051E+01 1.798E+02 1.829E+02 9.894E+05 21.9146 1.00000 1.351E+00
  4.500E+07 4.500E+07 3.112E+00 7.468E+01 1.048E+02 2.329E+01 2.027E+02 2.058E+02 1.015E+06 22.1501 1.00000 1.351E+00
  5.000E+07 5.000E+07 3.125E+00 8.310E+01 1.165E+02 2.609E+01 2.257E+02 2.288E+02 1.038E+06 22.3608 1.00000 1.351E+00
  5.500E+07 5.500E+07 3.137E+00 9.148E+01 1.282E+02 2.894E+01 2.486E+02 2.518E+02 1.059E+06 22.5515 1.00000 1.351E+00
  6.000E+07 6.000E+07 3.147E+00 9.987E+01 1.399E+02 3.181E+01 2.716E+02 2.747E+02 1.078E+06 22.7255 1.00000 1.351E+00
  7.000E+07 7.000E+07 3.167E+00 1.167E+02 1.634E+02 3.760E+01 3.176E+02 3.208E+02 1.112E+06 23.0338 1.00000 1.351E+00
  8.000E+07 8.000E+07 3.184E+00 1.335E+02 1.868E+02 4.346E+01 3.638E+02 3.670E+02 1.141E+06 23.3009 1.00000 1.351E+00
  9.000E+07 9.000E+07 3.198E+00 1.503E+02 2.103E+02 4.937E+01 4.100E+02 4.132E+02 1.166E+06 23.5364 1.00000 1.351E+00
  1.000E+08 1.000E+08 3.212E+00 1.672E+02 2.338E+02 5.534E+01 4.563E+02 4.595E+02 1.189E+06 23.7471 1.00000 1.351E+00
  1.200E+08 1.200E+08 3.235E+00 2.006E+02 2.805E+02 6.641E+01 5.476E+02 5.508E+02 1.229E+06 24.1118 1.00000 1.351E+00
  1.400E+08 1.400E+08 3.255E+00 2.341E+02 3.273E+02 7.748E+01 6.388E+02 6.421E+02 1.263E+06 24.4201 1.00000 1.351E+00
  1.700E+08 1.700E+08 3.281E+00 2.842E+02 3.974E+02 9.408E+01 7.757E+02 7.790E+02 1.305E+06 24.8084 1.00000 1.351E+00
  2.000E+08 2.000E+08 3.302E+00 3.344E+02 4.676E+02 1.107E+02 9.126E+02 9.159E+02 1.340E+06 25.1334 1.00000 1.351E+00
  2.500E+08 2.500E+08 3.332E+00 4.180E+02 5.845E+02 1.384E+02 1.141E+03 1.144E+03 1.389E+06 25.5797 1.00000 1.351E+00
  3.000E+08 3.000E+08 3.356E+00 5.015E+02 7.013E+02 1.660E+02 1.369E+03 1.372E+03 1.429E+06 25.9444 1.00000 1.351E+00
  3.500E+08 3.500E+08 3.377E+00 5.851E+02 8.182E+02 1.937E+02 1.597E+03 1.600E+03 1.463E+06 26.2527 1.00000 1.351E+00
  4.000E+08 4.000E+08 3.395E+00 6.687E+02 9.351E+02 2.214E+02 1.825E+03 1.829E+03 1.492E+06 26.5197 1.00000 1.351E+00
  4.500E+08 4.500E+08 3.411E+00 7.523E+02 1.052E+03 2.490E+02 2.053E+03 2.057E+03 1.518E+06 26.7553 1.00000 1.351E+00
  5.000E+08 5.000E+08 3.426E+00 8.359E+02 1.169E+03 2.767E+02 2.282E+03 2.285E+03 1.541E+06 26.9660 1.00000 1.351E+00
  5.500E+08 5.500E+08 3.439E+00 9.195E+02 1.286E+03 3.044E+02 2.510E+03 2.513E+03 1.562E+06 27.1566 1.00000 1.351E+00
  6.000E+08 6.000E+08 3.451E+00 1.003E+03 1.403E+03 3.320E+02 2.738E+03 2.741E+03 1.581E+06 27.3307 1.00000 1.351E+00
  7.000E+08 7.000E+08 3.473E+00 1.170E+03 1.636E+03 3.874E+02 3.194E+03 3.198E+03 1.614E+06 27.6390 1.00000 1.351E+00
  8.000E+08 8.000E+08 3.491E+00 1.337E+03 1.870E+03 4.427E+02 3.650E+03 3.654E+03 1.644E+06 27.9060 1.00000 1.351E+00
  9.000E+08 9.000E+08 3.508E+00 1.505E+03 2.104E+03 4.981E+02 4.107E+03 4.110E+03 1.669E+06 28.1416 1.00000 1.351E+00
  1.000E+09 1.000E+09 3.523E+00 1.672E+03 2.338E+03 5.534E+02 4.563E+03 4.567E+03 1.693E+06 28.3523 1.00000 1.351E+00
