  1.000E+01 4.704E+01 6.619E+00 0.000E+00 0.000E+00 5.173E-05 5.173E-05 6.619E+00 8.400E-01  0.0000 0.40675 6.033E+00
  1.200E+01 5.177E+01 5.787E+00 0.000E+00 0.000E+00 5.263E-05 5.263E-05 5.787E+00 1.164E+00  0.0000 0.43998 5.221E+00
  1.400E+01 5.616E+01 5.180E+00 0.000E+00 0.000E+00 5.352E-05 5.352E-05 5.180E+00 1.530E+00  0.0000 0.46937 4.636E+00
  1.700E+01 6.230E+01 4.524E+00 0.000E+00 0.000E+00 5.487E-05 5.487E-05 4.524E+00 2.152E+00  0.0000 0.50792 4.010E+00
  2.000E+01 6.802E+01 4.057E+00 0.000E+00 0.000E+00 5.621E-05 5.621E-05 4.057E+00 2.854E+00  0.0000 0.54129 3.568E+00
  2.500E+01 7.686E+01 3.520E+00 0.000E+00 0.000E+00 5.844E-05 5.844E-05 3.520E+00 4.183E+00  0.0000 0.58827 3.064E+00
  3.000E+01 8.509E+01 3.157E+00 0.000E+00 0.000E+00 6.068E-05 6.068E-05 3.157E+00 5.687E+00  0.0000 0.62720 2.726E+00
  3.500E+01 9.285E+01 2.897E+00 0.000E+00 0.000E+00 6.292E-05 6.292E-05 2.897E+00 7.343E+00  0.0000 0.66011 2.485E+00
  4.000E+01 1.003E+02 2.701E+00 0.000E+00 0.000E+00 6.515E-05 6.515E-05 2.702E+00 9.133E+00  0.0000 0.68834 2.304E+00
  4.500E+01 1.074E+02 2.550E+00 0.000E+00 0.000E+00 6.739E-05 6.739E-05 2.550E+00 1.104E+01  0.0000 0.71286 2.164E+00
  5.000E+01 1.143E+02 2.430E+00 5.446E-07 0.000E+00 6.963E-05 7.017E-05 2.430E+00 1.305E+01  0.0000 0.73434 2.053E+00
  5.500E+01 1.210E+02 2.331E+00 1.383E-06 0.000E+00 7.186E-05 7.325E-05 2.331E+00 1.515E+01  0.0057 0.75332 1.962E+00
  6.000E+01 1.276E+02 2.249E+00 2.246E-06 0.000E+00 7.410E-05 7.634E-05 2.249E+00 1.734E+01  0.0206 0.77019 1.885E+00
  7.000E+01 1.403E+02 2.121E+00 4.044E-06 0.000E+00 7.857E-05 8.262E-05 2.122E+00 2.192E+01  0.0515 0.79887 1.767E+00
  8.000E+01 1.527E+02 2.028E+00 5.935E-06 0.000E+00 8.304E-05 8.898E-05 2.029E+00 2.675E+01  0.0834 0.82227 1.679E+00
  9.000E+01 1.647E+02 1.958E+00 7.912E-06 0.000E+00 8.752E-05 9.543E-05 1.958E+00 3.177E+01  0.1155 0.84166 1.612E+00
  1.000E+02 1.764E+02 1.904E+00 9.973E-06 0.000E+00 9.199E-05 1.020E-04 1.904E+00 3.695E+01  0.1476 0.85794 1.560E+00
  1.200E+02 1.994E+02 1.828E+00 1.433E-05 0.000E+00 1.009E-04 1.153E-04 1.828E+00 4.768E+01  0.2111 0.88361 1.484E+00
  1.400E+02 2.218E+02 1.779E+00 1.896E-05 0.000E+00 1.099E-04 1.288E-04 1.779E+00 5.878E+01  0.2729 0.90278 1.433E+00
  1.700E+02 2.546E+02 1.734E+00 2.641E-05 0.000E+00 1.233E-04 1.497E-04 1.735E+00 7.588E+01  0.3621 0.92363 1.382E+00
  2.000E+02 2.868E+02 1.710E+00 3.438E-05 0.000E+00 1.367E-04 1.711E-04 1.710E+00 9.331E+01  0.4470 0.93835 1.350E+00
  2.500E+02 3.396E+02 1.691E+00 4.871E-05 0.000E+00 1.591E-04 2.078E-04 1.692E+00 1.227E+02  0.5796 0.95485 1.319E+00
  3.000E+02 3.917E+02 1.688E+00 6.418E-05 0.000E+00 1.815E-04 2.456E-04 1.688E+00 1.523E+02  0.7023 0.96548 1.302E+00
  3.500E+02 4.432E+02 1.691E+00 8.064E-05 0.000E+00 2.038E-04 2.845E-04 1.691E+00 1.819E+02  0.8164 0.97274 1.292E+00
  4.000E+02 4.945E+02 1.698E+00 9.800E-05 0.000E+00 2.262E-04 3.242E-04 1.698E+00 2.114E+02  0.9231 0.97793 1.287E+00
  4.500E+02 5.455E+02 1.707E+00 1.162E-04 0.000E+00 2.485E-04 3.647E-04 1.707E+00 2.408E+02  1.0234 0.98176 1.284E+00
  5.000E+02 5.964E+02 1.716E+00 1.350E-04 0.000E+00 2.709E-04 4.059E-04 1.717E+00 2.700E+02  1.1179 0.98467 1.283E+00
  5.500E+02 6.471E+02 1.726E+00 1.546E-04 0.000E+00 2.933E-04 4.479E-04 1.727E+00 2.991E+02  1.2074 0.98693 1.282E+00
  6.000E+02 6.977E+02 1.736E+00 1.747E-04 0.000E+00 3.156E-04 4.904E-04 1.737E+00 3.279E+02  1.2924 0.98873 1.282E+00
  7.000E+02 7.987E+02 1.756E+00 2.168E-04 0.000E+00 3.604E-04 5.771E-04 1.756E+00 3.852E+02  1.4507 0.99136 1.284E+00
  8.000E+02 8.995E+02 1.774E+00 2.608E-04 0.000E+00 4.051E-04 6.659E-04 1.775E+00 4.418E+02  1.5957 0.99317 1.286E+00
  9.000E+02 1.000E+03 1.792E+00 3.066E-04 0.000E+00 4.498E-04 7.564E-04 1.792E+00 4.979E+02  1.7295 0.99447 1.289E+00
  1.000E+03 1.101E+03 1.808E+00 3.540E-04 1.733E-05 4.946E-04 8.659E-04 1.808E+00 5.534E+02  1.8539 0.99542 1.291E+00
  1.200E+03 1.301E+03 1.836E+00 4.531E-04 8.552E-05 5.840E-04 1.123E-03 1.837E+00 6.631E+02  2.0792 0.99672 1.296E+00
  1.400E+03 1.502E+03 1.861E+00 5.572E-04 1.629E-04 6.735E-04 1.394E-03 1.862E+00 7.712E+02  2.2794 0.99753 1.301E+00
  1.700E+03 1.803E+03 1.893E+00 7.212E-04 2.937E-04 8.077E-04 1.823E-03 1.895E+00 9.309E+02  2.5437 0.99829 1.306E+00
  2.000E+03 2.103E+03 1.920E+00 8.933E-04 4.395E-04 9.451E-04 2.278E-03 1.922E+00 1.088E+03  2.7748 0.99874 1.311E+00
  2.500E+03 2.604E+03 1.957E+00 1.195E-03 7.102E-04 1.186E-03 3.092E-03 1.960E+00 1.346E+03  3.1060 0.99918 1.317E+00
  3.000E+03 3.104E+03 1.986E+00 1.512E-03 1.010E-03 1.431E-03 3.953E-03 1.990E+00 1.599E+03  3.3878 0.99942 1.322E+00
  3.500E+03 3.604E+03 2.011E+00 1.843E-03 1.334E-03 1.677E-03 4.854E-03 2.016E+00 1.848E+03  3.6334 0.99957 1.326E+00
  4.000E+03 4.104E+03 2.033E+00 2.184E-03 1.679E-03 1.926E-03 5.789E-03 2.038E+00 2.095E+03  3.8512 0.99967 1.329E+00
